City ID,City,State,Country,Region,Market
866,Crato,Ceará,Brazil,South America,LATAM
867,Crawley,England,United Kingdom,Northern Europe,Europe
868,Creil,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
869,Cremona,Lombardy,Italy,Southern Europe,Europe
870,Crewe,England,United Kingdom,Northern Europe,Europe
871,Criciúma,Santa Catarina,Brazil,South America,LATAM
872,Crotone,Calabria,Italy,Southern Europe,Europe
873,Cruz das Almas,Bahia,Brazil,South America,LATAM
874,Cruzeiro,São Paulo,Brazil,South America,LATAM
875,Cruzeiro do Sul,Acre,Brazil,South America,LATAM
876,Cúa,Miranda,Venezuela,South America,LATAM
877,Cuajimalpa,Distrito Federal,Mexico,Central America,LATAM
878,Cuautitlán,México,Mexico,Central America,LATAM
879,Cubatão,São Paulo,Brazil,South America,LATAM
880,Cubuk,Ankara,Turkey,Western Asia,Asia Pacific
881,Cúcuta,Norte de Santander,Colombia,South America,LATAM
882,Cuenca,Azuay,Ecuador,South America,LATAM
883,Cuenca,Castile-La Mancha,Spain,Southern Europe,Europe
884,Cuernavaca,Morelos,Mexico,Central America,LATAM
885,Cuiabá,Mato Grosso,Brazil,South America,LATAM
886,Culiacán,Sinaloa,Mexico,Central America,LATAM
887,Cumaná,Sucre,Venezuela,South America,LATAM
888,Cumbernauld,Scotland,United Kingdom,Northern Europe,Europe
889,Cuneo,Piedmont,Italy,Southern Europe,Europe
890,Curitiba,Parana,Brazil,South America,LATAM
891,Cuscatancingo,San Salvador,El Salvador,Central America,LATAM
892,Cuttack,Odisha,India,Southern Asia,Asia Pacific
893,Cuxhaven,Lower Saxony,Germany,Western Europe,Europe
894,Cuyahoga Falls,Ohio,United States,Eastern US,USCA
895,Czestochowa,Silesia,Poland,Eastern Europe,Europe
896,Da Nang,Dà Nang,Vietnam,Southeastern Asia,Asia Pacific
897,Dabrowa Gornicza,Silesia,Poland,Eastern Europe,Europe
898,Daegu,Daegu,South Korea,Eastern Asia,Asia Pacific
899,Daejeon,Daejeon,South Korea,Eastern Asia,Asia Pacific
900,Dakar,Dakar,Senegal,Western Africa,Africa
901,Dalian,Liaoning,China,Eastern Asia,Asia Pacific
902,Dallas,Texas,United States,Central US,USCA
903,Daloa,Haut-Sassandra,Cote d'Ivoire,Western Africa,Africa
904,Damanhur,Al Buhayrah,Egypt,North Africa,Africa
905,Damaturu,Yobe,Nigeria,Western Africa,Africa
906,Danbury,Connecticut,United States,Eastern US,USCA
907,Danville,California,United States,Western US,USCA
908,Danville,Illinois,United States,Central US,USCA
909,Daqing,Heilongjiang,China,Eastern Asia,Asia Pacific
910,Dar Chioukh,Djelfa,Algeria,North Africa,Africa
911,Dar es Salaam,Dar Es Salaam,Tanzania,Eastern Africa,Africa
912,Darbhanga,Bihar,India,Southern Asia,Asia Pacific
913,Darlington,England,United Kingdom,Northern Europe,Europe
914,Darmstadt,Hesse,Germany,Western Europe,Europe
915,Dartford,England,United Kingdom,Northern Europe,Europe
916,Dartmouth,Nova Scotia,Canada,Canada,USCA
917,Darton,England,United Kingdom,Northern Europe,Europe
918,Darwin,Northern Territory,Australia,Oceania,Asia Pacific
919,Datong,Anhui,China,Eastern Asia,Asia Pacific
920,Datong,Shanxi,China,Eastern Asia,Asia Pacific
921,David,Chiriquí,Panama,Central America,LATAM
922,Davis,California,United States,Western US,USCA
923,Dax,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe
924,Dayr az Zawr,Dayr Az Zawr,Syria,Western Asia,Asia Pacific
925,Daytona Beach,Florida,United States,Southern US,USCA
926,Dearborn,Michigan,United States,Central US,USCA
927,Dearborn Heights,Michigan,United States,Central US,USCA
928,Decatur,Alabama,United States,Southern US,USCA
929,Decatur,Illinois,United States,Central US,USCA
930,Deer Park,Texas,United States,Central US,USCA
931,Dehra Dun,Uttarakhand,India,Southern Asia,Asia Pacific
932,Delft,South Holland,Netherlands,Western Europe,Europe
933,Delgado,San Salvador,El Salvador,Central America,LATAM
934,Delhi,Delhi,India,Southern Asia,Asia Pacific
935,Delicias,Chihuahua,Mexico,Central America,LATAM
936,Delmenhorst,Lower Saxony,Germany,Western Europe,Europe
937,Delray Beach,Florida,United States,Southern US,USCA
938,Deltona,Florida,United States,Southern US,USCA
939,Den Helder,North Holland,Netherlands,Western Europe,Europe
940,Denain,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
941,Denizli,Denizli,Turkey,Western Asia,Asia Pacific
942,Denpasar,Bali,Indonesia,Southeastern Asia,Asia Pacific
943,Denver,Colorado,United States,Western US,USCA
944,Depok,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific
945,Depok,Yogyakarta,Indonesia,Southeastern Asia,Asia Pacific
946,Derbent,Dagestan,Russia,Eastern Europe,Europe
947,Derby,England,United Kingdom,Northern Europe,Europe
948,Des Moines,Iowa,United States,Central US,USCA
949,Des Moines,Washington,United States,Western US,USCA
950,Des Plaines,Illinois,United States,Central US,USCA
951,Detmold,North Rhine-Westphalia,Germany,Western Europe,Europe
952,Detroit,Michigan,United States,Central US,USCA
953,Deuil-la-Barre,Ile-de-France,France,Western Europe,Europe
954,Deva,Hunedoara,Romania,Eastern Europe,Europe
955,Deventer,Overijssel,Netherlands,Western Europe,Europe
956,Devonport,Tasmania,Australia,Oceania,Asia Pacific
957,Dewas,Madhya Pradesh,India,Southern Asia,Asia Pacific
958,Dewsbury,England,United Kingdom,Northern Europe,Europe
959,Deyang,Sichuan,China,Eastern Asia,Asia Pacific
960,Dhaka,Dhaka,Bangladesh,Southern Asia,Asia Pacific
961,Dhule,Maharashtra,India,Southern Asia,Asia Pacific
962,Diadema,São Paulo,Brazil,South America,LATAM
963,Dieppe,Normandy,France,Western Europe,Europe
964,Digne-les-Bains,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
965,Dijon,Bourgogne-Franche-Comté,France,Western Europe,Europe
966,Dinslaken,North Rhine-Westphalia,Germany,Western Europe,Europe
967,Dire Dawa,Dire Dawa,Ethiopia,Eastern Africa,Africa
968,Disuq,Kafr Ash Shaykh,Egypt,North Africa,Africa
969,Divinópolis,Minas Gerais,Brazil,South America,LATAM
970,Diyarbakir,Diyarbakir,Turkey,Western Asia,Asia Pacific
971,Djibouti,Djibouti,Djibouti,Eastern Africa,Africa
972,Djougou,Donga,Benin,Western Africa,Africa
973,Dniprodzerzhyns'k,Dnipropetrovs'k,Ukraine,Eastern Europe,Europe
974,Dnipropetrovs'k,Dnipropetrovs'k,Ukraine,Eastern Europe,Europe
975,Doetinchem,Gelderland,Netherlands,Western Europe,Europe
976,Doha,Ad Dawhah,Qatar,Western Asia,Asia Pacific
977,Dole,Bourgogne-Franche-Comté,France,Western Europe,Europe
978,Domont,Ile-de-France,France,Western Europe,Europe
979,Doncaster,England,United Kingdom,Northern Europe,Europe
980,Donets'k,Donetsk,Ukraine,Eastern Europe,Europe
981,Dongguan,Guangdong,China,Eastern Asia,Asia Pacific
982,Donghai,Guangdong,China,Eastern Asia,Asia Pacific
983,Dordrecht,South Holland,Netherlands,Western Europe,Europe
984,Dormagen,North Rhine-Westphalia,Germany,Western Europe,Europe
985,Dorsten,North Rhine-Westphalia,Germany,Western Europe,Europe
986,Dortmund,North Rhine-Westphalia,Germany,Western Europe,Europe
987,Dos Hermanas,Andalusía,Spain,Southern Europe,Europe
988,Dos Quebradas,Risaralda,Colombia,South America,LATAM
989,Douai,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
990,Douarnenez,Brittany,France,Western Europe,Europe
991,Dourados,Mato Grosso do Sul,Brazil,South America,LATAM
992,Dover,Delaware,United States,Eastern US,USCA
993,Dover,New Hampshire,United States,Eastern US,USCA
994,Draguignan,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
995,Drammen,Buskerud,Norway,Northern Europe,Europe
996,Drancy,Ile-de-France,France,Western Europe,Europe
997,Draper,Utah,United States,Western US,USCA
998,Dresden,Saxony,Germany,Western Europe,Europe
999,Dreux,Centre-Val de Loire,France,Western Europe,Europe
1000,Drobeta-Turnu Severin,Mehedinti,Romania,Eastern Europe,Europe
1001,Drogobych,L'viv,Ukraine,Eastern Europe,Europe
1002,Dronfield,England,United Kingdom,Northern Europe,Europe
1003,Dubbo,New South Wales,Australia,Oceania,Asia Pacific
1004,Dublin,California,United States,Western US,USCA
1005,Dublin,Dublin,Ireland,Northern Europe,Europe
1006,Dublin,Ohio,United States,Eastern US,USCA
1007,Dubuque,Iowa,United States,Central US,USCA
1008,Dudley,England,United Kingdom,Northern Europe,Europe
1009,Duisburg,North Rhine-Westphalia,Germany,Western Europe,Europe
1010,Duitama,Boyacá,Colombia,South America,LATAM
1011,Dumai,Riau,Indonesia,Southeastern Asia,Asia Pacific
1012,Dundee,Scotland,United Kingdom,Northern Europe,Europe
1013,Dunedin,Otago,New Zealand,Oceania,Asia Pacific
1014,Dunstable,England,United Kingdom,Northern Europe,Europe
1015,Duque de Caxias,Rio de Janeiro,Brazil,South America,LATAM
1016,Durango,Durango,Mexico,Central America,LATAM
1017,Durban,Kwazulu-natal,South Africa,Southern Africa,Africa
1018,Durg,Chhattisgarh,India,Southern Asia,Asia Pacific
1019,Durgapur,Maharashtra,India,Southern Asia,Asia Pacific
1020,Durgapur,West Bengal,India,Southern Asia,Asia Pacific
1021,Durham,North Carolina,United States,Southern US,USCA
1022,Durres,Durrës,Albania,Southern Europe,Europe
1023,Duzce,Düzce,Turkey,Western Asia,Asia Pacific
1024,Dzhezkazgan,Qaraghandy,Kazakhstan,Central Asia,Asia Pacific
1025,Eagan,Minnesota,United States,Central US,USCA
1026,East Kilbride,Scotland,United Kingdom,Northern Europe,Europe
1027,East London,Eastern Cape,South Africa,Southern Africa,Africa
1028,East Orange,New Jersey,United States,Eastern US,USCA
1029,East Point,Georgia,United States,Southern US,USCA
1030,Eastbourne,England,United Kingdom,Northern Europe,Europe
1031,Eau Claire,Wisconsin,United States,Central US,USCA
1032,Ebolowa,Sud,Cameroon,Central Africa,Africa
1033,Echirolles,Auvergne-Rhône-Alpes,France,Western Europe,Europe
1034,Echuca,Victoria,Australia,Oceania,Asia Pacific
1035,Edea,Littoral,Cameroon,Central Africa,Africa
1036,Edinburg,Texas,United States,Central US,USCA
1037,Edinburgh,Scotland,United Kingdom,Northern Europe,Europe
1038,Edirne,Edirne,Turkey,Western Asia,Asia Pacific
1039,Edmond,Oklahoma,United States,Central US,USCA
1040,Edmonds,Washington,United States,Western US,USCA
1041,Edmonton,Alberta,Canada,Canada,USCA
1042,Edogawa-ku,Tokyo,Japan,Eastern Asia,Asia Pacific
1043,Eggenstein-Leopoldshafen,Baden-Württemberg,Germany,Western Europe,Europe
1044,Eindhoven,North Brabant,Netherlands,Western Europe,Europe
1045,Ekibastuz,Pavlodar,Kazakhstan,Central Asia,Asia Pacific
1046,El Cajon,California,United States,Western US,USCA
1047,El Ejido,Andalusía,Spain,Southern Europe,Europe
1048,El Escorial,Madrid,Spain,Southern Europe,Europe
1049,El Jadida,Doukkala-Abda,Morocco,North Africa,Africa
1050,El Limón,Aragua,Venezuela,South America,LATAM
1051,El Paso,Texas,United States,Central US,USCA
1052,El Prat de Llobregat,Catalonia,Spain,Southern Europe,Europe
1053,El Progreso,Yoro,Honduras,Central America,LATAM
1054,El Tigre,Anzoátegui,Venezuela,South America,LATAM
1055,Elazig,Elazig,Turkey,Western Asia,Asia Pacific
1056,Elbasan,Elbasan,Albania,Southern Europe,Europe
1057,Elbeuf,Normandy,France,Western Europe,Europe
1058,Elda,Valenciana,Spain,Southern Europe,Europe
1059,Elkhart,Indiana,United States,Central US,USCA
1060,Elmhurst,Illinois,United States,Central US,USCA
1061,Elx,Valenciana,Spain,Southern Europe,Europe
1062,Elyria,Ohio,United States,Eastern US,USCA
1063,eMbalenhle,Mpumalanga,South Africa,Southern Africa,Africa
1064,Emden,Lower Saxony,Germany,Western Europe,Europe
1065,Emmen,Drenthe,Netherlands,Western Europe,Europe
1066,Encinitas,California,United States,Western US,USCA
1067,Englewood,Colorado,United States,Western US,USCA
1068,Ennigerloh,North Rhine-Westphalia,Germany,Western Europe,Europe
1069,Enschede,Overijssel,Netherlands,Western Europe,Europe
1070,Ensenada,Baja California,Mexico,Central America,LATAM
1071,Enugu,Enugu,Nigeria,Western Africa,Africa
1072,Envigado,Antioquia,Colombia,South America,LATAM
1073,Epinal,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe
1074,Epworth,Harare,Zimbabwe,Eastern Africa,Africa
1075,Eragny,Ile-de-France,France,Western Europe,Europe
1076,Ercolano,Campania,Italy,Southern Europe,Europe
1077,Erechim,Rio Grande do Sul,Brazil,South America,LATAM
1078,Erftstadt,North Rhine-Westphalia,Germany,Western Europe,Europe
1079,Erfurt,Thuringia,Germany,Western Europe,Europe
1080,Erlangen,Bavaria,Germany,Western Europe,Europe
1081,Ermont,Ile-de-France,France,Western Europe,Europe
1082,Erzurum,Erzurum,Turkey,Western Asia,Asia Pacific
1083,Esbjerg,South Denmark,Denmark,Northern Europe,Europe
1084,Escondido,California,United States,Western US,USCA
1085,Escuintla,Escuintla,Guatemala,Central America,LATAM
1086,Esenyurt,Istanbul,Turkey,Western Asia,Asia Pacific
1087,Eskilstuna,Södermanland,Sweden,Northern Europe,Europe
1088,Eskisehir,Eskisehir,Turkey,Western Asia,Asia Pacific
1089,Espoo,Uusimaa,Finland,Northern Europe,Europe
1090,Esquina,Corrientes,Argentina,South America,LATAM
1091,Essen,North Rhine-Westphalia,Germany,Western Europe,Europe
1092,Estelí,Estelí,Nicaragua,Central America,LATAM
1093,Estepona,Andalusía,Spain,Southern Europe,Europe
1094,Etawah,Uttar Pradesh,India,Southern Asia,Asia Pacific
1095,Etimesgut,Ankara,Turkey,Western Asia,Asia Pacific
1096,Eugene,Oregon,United States,Western US,USCA
1097,Eunápolis,Bahia,Brazil,South America,LATAM
1098,Euskirchen,North Rhine-Westphalia,Germany,Western Europe,Europe
1099,Evanston,Illinois,United States,Central US,USCA
1100,Everett,Massachusetts,United States,Eastern US,USCA
1101,Everett,Washington,United States,Western US,USCA
1102,Evreux,Normandy,France,Western Europe,Europe
1103,Evry,Ile-de-France,France,Western Europe,Europe
1104,Exeter,England,United Kingdom,Northern Europe,Europe
1105,Ezhou,Hubei,China,Eastern Asia,Asia Pacific
1106,Facatativá,Cundinamarca,Colombia,South America,LATAM
1107,Faches-Thumesnil,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
1108,Faenza,Emilia-Romagna,Italy,Southern Europe,Europe
1109,Fairfield,California,United States,Western US,USCA
1110,Fairfield,Connecticut,United States,Eastern US,USCA
1111,Fairfield,Ohio,United States,Eastern US,USCA
1112,Falconara Marittima,Marche,Italy,Southern Europe,Europe
1113,Fano,Marche,Italy,Southern Europe,Europe
1114,Fareham,England,United Kingdom,Northern Europe,Europe
1115,Fargo,North Dakota,United States,Central US,USCA
1116,Faridabad,Haryana,India,Southern Asia,Asia Pacific
1117,Farmington,New Mexico,United States,Western US,USCA
1118,Farnborough,England,United Kingdom,Northern Europe,Europe
1119,Farroupilha,Rio Grande do Sul,Brazil,South America,LATAM
1120,Fasa,Fars,Iran,Southern Asia,Asia Pacific
1121,Fatehpur,Rajasthan,India,Southern Asia,Asia Pacific
1122,Fayetteville,Arkansas,United States,Southern US,USCA
1123,Fayetteville,North Carolina,United States,Southern US,USCA
1124,Feira,Aveiro,Portugal,Southern Europe,Europe
1125,Feira de Santana,Bahia,Brazil,South America,LATAM
1126,Felahiye,Kayseri,Turkey,Western Asia,Asia Pacific
1127,Fengcheng,Liaoning,China,Eastern Asia,Asia Pacific
1128,Fernando de la Mora,Central,Paraguay,South America,LATAM
1129,Ferndown,England,United Kingdom,Northern Europe,Europe
1130,Ferrara,Emilia-Romagna,Italy,Southern Europe,Europe
1131,Fes,Fès-Boulemane,Morocco,North Africa,Africa
1132,Fianarantsoa,Haute-Matsiatra,Madagascar,Eastern Africa,Africa
1133,Firminy,Auvergne-Rhône-Alpes,France,Western Europe,Europe
1134,Firozabad,Uttar Pradesh,India,Southern Asia,Asia Pacific
1135,Fiumicino,Lazio,Italy,Southern Europe,Europe
1136,Flensburg,Schleswig-Holstein,Germany,Western Europe,Europe
1137,Flers,Normandy,France,Western Europe,Europe
1138,Fleury-les-Aubrais,Centre-Val de Loire,France,Western Europe,Europe
1139,Florence,Alabama,United States,Southern US,USCA
1140,Florence,Kentucky,United States,Southern US,USCA
1141,Florence,South Carolina,United States,Southern US,USCA
1142,Florence,Tuscany,Italy,Southern Europe,Europe
1143,Florencia,Caquetá,Colombia,South America,LATAM
1144,Floriano,Piauí,Brazil,South America,LATAM
1145,Floridablanca,Santander,Colombia,South America,LATAM
1146,Focsani,Vrancea,Romania,Eastern Europe,Europe
1147,Foggia,Apulia,Italy,Southern Europe,Europe
1148,Foligno,Umbria,Italy,Southern Europe,Europe
1149,Fontaine,Auvergne-Rhône-Alpes,France,Western Europe,Europe
1150,Fontainebleau,Ile-de-France,France,Western Europe,Europe
1151,Fontenay-aux-Roses,Ile-de-France,France,Western Europe,Europe
1152,Fontenay-le-Comte,Pays de la Loire,France,Western Europe,Europe
1153,Fontenay-sous-Bois,Ile-de-France,France,Western Europe,Europe
1154,Forbach,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe
1155,Forst,Brandenburg,Germany,Western Europe,Europe
1156,Forster,New South Wales,Australia,Oceania,Asia Pacific
1157,Fort Collins,Colorado,United States,Western US,USCA
1158,Fort Lauderdale,Florida,United States,Southern US,USCA
1159,Fort Portal,Kabarole,Uganda,Eastern Africa,Africa
1160,Fort Worth,Texas,United States,Central US,USCA
1161,Fortaleza,Ceará,Brazil,South America,LATAM
1162,Fort-de-France,Martinique,Martinique,Caribbean,LATAM
1163,Foshan,Guangdong,China,Eastern Asia,Asia Pacific
1164,Foumban,Ouest,Cameroon,Central Africa,Africa
1165,Franca,São Paulo,Brazil,South America,LATAM
1166,Francisco Beltrão,Parana,Brazil,South America,LATAM
1167,Francisco Morato,São Paulo,Brazil,South America,LATAM
1168,Franco da Rocha,São Paulo,Brazil,South America,LATAM
1169,Franconville,Ile-de-France,France,Western Europe,Europe
1170,Frankfort,Illinois,United States,Central US,USCA
1171,Frankfurt,Hesse,Germany,Western Europe,Europe
1172,Franklin,Massachusetts,United States,Eastern US,USCA
1173,Franklin,Tennessee,United States,Southern US,USCA
1174,Franklin,Wisconsin,United States,Central US,USCA
1175,Frederiksberg,Hovedstaden,Denmark,Northern Europe,Europe
1176,Freeport,Illinois,United States,Central US,USCA
1177,Freeport,New York,United States,Eastern US,USCA
1178,Freiburg,Baden-Württemberg,Germany,Western Europe,Europe
1179,Fremont,Nebraska,United States,Central US,USCA
1180,Fresnes,Ile-de-France,France,Western Europe,Europe
1181,Fresnillo de González Echeverría,Zacatecas,Mexico,Central America,LATAM
1182,Fresno,California,United States,Western US,USCA
1183,Friedberg,Hesse,Germany,Western Europe,Europe
1184,Friedrichshafen,Baden-Württemberg,Germany,Western Europe,Europe
1185,Frisco,Texas,United States,Central US,USCA
1186,Frontera,Tabasco,Mexico,Central America,LATAM
1187,Frontignan,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe
1188,Fuengirola,Andalusía,Spain,Southern Europe,Europe
1189,Fuenlabrada,Madrid,Spain,Southern Europe,Europe
1190,Fuji,Shizuoka,Japan,Eastern Asia,Asia Pacific
1191,Fujisawa,Kanagawa,Japan,Eastern Asia,Asia Pacific
1192,Fukui,Fukui,Japan,Eastern Asia,Asia Pacific
1193,Fukuyama,Hiroshima,Japan,Eastern Asia,Asia Pacific
1194,Fulda,Hesse,Germany,Western Europe,Europe
1195,Funabashi,Chiba,Japan,Eastern Asia,Asia Pacific
1196,Funtua,Katsina,Nigeria,Western Africa,Africa
1197,Fushun,Liaoning,China,Eastern Asia,Asia Pacific
1198,Fuzhou,Fujian,China,Eastern Asia,Asia Pacific
1199,Gaborone,South-East,Botswana,Southern Africa,Africa
1200,Gagnoa,Fromager,Cote d'Ivoire,Western Africa,Africa
1201,Gagny,Ile-de-France,France,Western Europe,Europe
1202,Gaithersburg,Maryland,United States,Eastern US,USCA
1203,Galati,Galati,Romania,Eastern Europe,Europe
1204,Gallarate,Lombardy,Italy,Southern Europe,Europe
1205,Galway,Galway,Ireland,Northern Europe,Europe
1206,Gandia,Valenciana,Spain,Southern Europe,Europe
1207,Ganganagar,Rajasthan,India,Southern Asia,Asia Pacific
1208,Gaomi,Shandong,China,Eastern Asia,Asia Pacific
1209,Gaoyou,Jiangsu,China,Eastern Asia,Asia Pacific
1210,Gap,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
1211,Garanhuns,Pernambuco,Brazil,South America,LATAM
1212,Garbsen,Lower Saxony,Germany,Western Europe,Europe
1213,Garches,Ile-de-France,France,Western Europe,Europe
1214,Gardanne,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
1215,Garden City,Kansas,United States,Central US,USCA
1216,Garforth,England,United Kingdom,Northern Europe,Europe
1217,Garland,Texas,United States,Central US,USCA
1218,Garoua,Nord,Cameroon,Central Africa,Africa
1219,Garza García,Nuevo León,Mexico,Central America,LATAM
1220,Gaspar,Santa Catarina,Brazil,South America,LATAM
1221,Gastonia,North Carolina,United States,Southern US,USCA
1222,Gateshead,England,United Kingdom,Northern Europe,Europe
1223,Gatineau,Quebec,Canada,Canada,USCA
1224,Gawler,South Australia,Australia,Oceania,Asia Pacific
1225,Gaya,Bihar,India,Southern Asia,Asia Pacific
1226,Gaziantep,Gaziantep,Turkey,Western Asia,Asia Pacific
1227,Gaziemir,Izmir,Turkey,Western Asia,Asia Pacific
1228,Gdansk,Pomerania,Poland,Eastern Europe,Europe
1229,Gdynia,Pomerania,Poland,Eastern Europe,Europe
1230,Gebze,Kocaeli,Turkey,Western Asia,Asia Pacific
1231,Geelong,Victoria,Australia,Oceania,Asia Pacific
1232,Gela,Sicily,Italy,Southern Europe,Europe
1233,Gelsenkirchen,North Rhine-Westphalia,Germany,Western Europe,Europe
1234,General Escobedo,Nuevo León,Mexico,Central America,LATAM
1235,Geneva,Geneva,Switzerland,Western Europe,Europe
1236,Genk,Limburg,Belgium,Western Europe,Europe
1237,Gennevilliers,Ile-de-France,France,Western Europe,Europe
1238,Genoa,Liguria,Italy,Southern Europe,Europe
1239,George,Western Cape,South Africa,Southern Africa,Africa
1240,Georgetown,Kentucky,United States,Southern US,USCA
1241,Gera,Thuringia,Germany,Western Europe,Europe
1242,Geraldton,Western Australia,Australia,Oceania,Asia Pacific
1243,Getafe,Madrid,Spain,Southern Europe,Europe
1244,Getxo,Basque Country,Spain,Southern Europe,Europe
1245,Ghaziabad,Uttar Pradesh,India,Southern Asia,Asia Pacific
1246,Ghent,East Flanders,Belgium,Western Europe,Europe
1247,Gien,Centre-Val de Loire,France,Western Europe,Europe
1248,Gilbert,Arizona,United States,Western US,USCA
1249,Gillingham,England,United Kingdom,Northern Europe,Europe
1250,Girga,Suhaj,Egypt,North Africa,Africa
1251,Girón,Santander,Colombia,South America,LATAM
1252,Girona,Catalonia,Spain,Southern Europe,Europe
1253,Gisborne,Gisborne,New Zealand,Oceania,Asia Pacific
1254,Gitarama,Southern,Rwanda,Eastern Africa,Africa
1255,Giurgiu,Giurgiu,Romania,Eastern Europe,Europe
1256,Givors,Auvergne-Rhône-Alpes,France,Western Europe,Europe
1257,Giyani,Limpopo,South Africa,Southern Africa,Africa
1258,Gladbeck,North Rhine-Westphalia,Germany,Western Europe,Europe
1259,Gladstone,Missouri,United States,Central US,USCA
1260,Gladstone,Queensland,Australia,Oceania,Asia Pacific
1261,Glasgow,Scotland,United Kingdom,Northern Europe,Europe
1262,Glendale,Arizona,United States,Western US,USCA
1263,Glenview,Illinois,United States,Central US,USCA
1264,Gliwice,Silesia,Poland,Eastern Europe,Europe
1265,Gloucester,England,United Kingdom,Northern Europe,Europe
1266,Goiânia,Goiás,Brazil,South America,LATAM
1267,Gold Coast,Queensland,Australia,Oceania,Asia Pacific
1268,Goldsboro,North Carolina,United States,Southern US,USCA
1269,Gombe,Gombe,Nigeria,Western Africa,Africa
1270,Gómez Palacio,Durango,Mexico,Central America,LATAM
1271,Gonabad,Razavi Khorasan,Iran,Southern Asia,Asia Pacific
1272,Gonaïves,Artibonite,Haiti,Caribbean,LATAM
1273,Gonesse,Ile-de-France,France,Western Europe,Europe
1274,Gongzhuling,Jilin,China,Eastern Asia,Asia Pacific
1275,Gorakhpur,Haryana,India,Southern Asia,Asia Pacific
1276,Gorakhpur,Uttar Pradesh,India,Southern Asia,Asia Pacific
1277,Gorgan,Golestan,Iran,Southern Asia,Asia Pacific
1278,Gorzow Wielkopolski,Lubusz,Poland,Eastern Europe,Europe
1279,Gosport,England,United Kingdom,Northern Europe,Europe
1280,Gothenburg,Västra Götaland,Sweden,Northern Europe,Europe
1281,Goulburn,New South Wales,Australia,Oceania,Asia Pacific
1282,Goussainville,Ile-de-France,France,Western Europe,Europe
1283,Goyang,Gyeonggi,South Korea,Eastern Asia,Asia Pacific
1284,Gradignan,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe
1285,Grajaú,Maranhão,Brazil,South America,LATAM
1286,Granada,Andalusía,Spain,Southern Europe,Europe
1287,Granada,Granada,Nicaragua,Central America,LATAM
1288,Grand Island,Nebraska,United States,Central US,USCA
1289,Grand Prairie,Texas,United States,Central US,USCA
1290,Grand Rapids,Michigan,United States,Central US,USCA
1291,Granollers,Catalonia,Spain,Southern Europe,Europe
1292,Grapevine,Texas,United States,Central US,USCA
1293,Grasse,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
1294,Gravatá,Pernambuco,Brazil,South America,LATAM
1295,Gravataí,Rio Grande do Sul,Brazil,South America,LATAM
1296,Gravesend,England,United Kingdom,Northern Europe,Europe
1297,Graz,Styria,Austria,Western Europe,Europe
1298,Great Falls,Montana,United States,Western US,USCA
1299,Great Yarmouth,England,United Kingdom,Northern Europe,Europe
1300,Greeley,Colorado,United States,Western US,USCA
1301,Green Bay,Wisconsin,United States,Central US,USCA
1302,Greensboro,North Carolina,United States,Southern US,USCA
1303,Greenville,North Carolina,United States,Southern US,USCA
1304,Greenwood,Indiana,United States,Central US,USCA
1305,Greifswald,Mecklenburg-Vorpommern,Germany,Western Europe,Europe
1306,Grenoble,Auvergne-Rhône-Alpes,France,Western Europe,Europe
1307,Gresham,Oregon,United States,Western US,USCA
1308,Grevenbroich,North Rhine-Westphalia,Germany,Western Europe,Europe
1309,Griffith,New South Wales,Australia,Oceania,Asia Pacific
1310,Grigny,Ile-de-France,France,Western Europe,Europe
1311,Gronau,North Rhine-Westphalia,Germany,Western Europe,Europe
1312,Groningen,Groningen,Netherlands,Western Europe,Europe
1313,Grosseto,Tuscany,Italy,Southern Europe,Europe
1314,Grove City,Ohio,United States,Eastern US,USCA
1315,Guacara,Carabobo,Venezuela,South America,LATAM
1316,Guadalajara,Castile-La Mancha,Spain,Southern Europe,Europe
1317,Guadalajara,Jalisco,Mexico,Central America,LATAM
1318,Guamúchil,Sinaloa,Mexico,Central America,LATAM
1319,Guanajuato,Guanajuato,Mexico,Central America,LATAM
1320,Guanambi,Bahia,Brazil,South America,LATAM
1321,Guanare,Portuguesa,Venezuela,South America,LATAM
1322,Guangshui,Hubei,China,Eastern Asia,Asia Pacific
1323,Guangzhou,Guangdong,China,Eastern Asia,Asia Pacific
1324,Guantánamo,Guantánamo,Cuba,Caribbean,LATAM
1325,Guarapari,Espírito Santo,Brazil,South America,LATAM
1326,Guarapuava,Parana,Brazil,South America,LATAM
1327,Guaratinguetá,São Paulo,Brazil,South America,LATAM
1328,Guarenas,Miranda,Venezuela,South America,LATAM
1329,Guarujá,São Paulo,Brazil,South America,LATAM
