Product ID,Category,Sub-Category,Product Name
TEC-PH-5354,Technology,Phones,"Nokia Smart Phone, Cordless"
OFF-BI-4803,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear"
TEC-CO-6008,Technology,Copiers,"Sharp Personal Copier, Laser"
TEC-PH-3144,Technology,Phones,"Apple Signal Booster, Full Size"
TEC-AC-5882,Technology,Accessories,"SanDisk Mouse, Programmable"
OFF-FA-3020,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes"
TEC-MA-5541,Technology,Machines,"Panasonic Calculator, Wireless"
FUR-FU-5739,Furniture,Furnishings,"Rubbermaid Stacking Tray, Black"
OFF-BI-2895,Office Supplies,Binders,"Acco Binder, Clear"
OFF-BI-6383,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable"
FUR-FU-6258,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack"
OFF-EN-5031,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50"
OFF-AR-3463,Office Supplies,Art,"BIC Pencil Sharpener, Water Color"
TEC-CO-6001,Technology,Copiers,"Sharp Ink, Color"
OFF-FA-5470,Office Supplies,Fasteners,"OIC Paper Clips, Metal"
TEC-CO-3598,Technology,Copiers,"Brother Fax Machine, Laser"
TEC-PH-5249,Technology,Phones,"Motorola Audio Dock, with Caller ID"
FUR-CH-5796,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two"
FUR-CH-4557,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable"
FUR-CH-4522,Furniture,Chairs,"Harbour Creations Chairmat, Adjustable"
OFF-ST-6250,Office Supplies,Storage,"Tenex Folders, Industrial"
TEC-PH-5271,Technology,Phones,"Motorola Speaker Phone, Full Size"
OFF-AR-3550,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
OFF-AR-5918,Office Supplies,Art,"Sanford Markers, Easy-Erase"
OFF-FA-5486,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack"
OFF-PA-4390,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""
TEC-MA-4999,Technology,Machines,"Konica Calculator, Red"
TEC-PH-5268,Technology,Phones,"Motorola Smart Phone, Full Size"
FUR-FU-4109,Furniture,Furnishings,Eldon Wave Desk Accessories
OFF-FA-6192,Office Supplies,Fasteners,Stockwell Push Pins
TEC-CO-4767,Technology,Copiers,"HP Copy Machine, Laser"
TEC-PH-5564,Technology,Phones,Panasonic KX-TG9471B
OFF-AP-4279,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
OFF-PA-6537,Office Supplies,Paper,Xerox 198
OFF-EN-4921,Office Supplies,Envelopes,"Jiffy Manila Envelope, with clear poly window"
OFF-PA-6081,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb."
FUR-FU-4076,Furniture,Furnishings,"Eldon Light Bulb, Durable"
OFF-SU-4128,Office Supplies,Supplies,"Elite Scissors, High Speed"
OFF-AR-3488,Office Supplies,Art,"Binney & Smith Markers, Blue"
OFF-EN-4914,Office Supplies,Envelopes,"Jiffy Mailers, Recycled"
TEC-PH-5349,Technology,Phones,"Nokia Office Telephone, with Caller ID"
OFF-LA-6045,Office Supplies,Labels,"Smead Legal Exhibit Labels, Laser Printer Compatible"
OFF-AR-4011,Office Supplies,Art,Economy #2 Pencils
OFF-ST-4260,Office Supplies,Storage,"Fellowes File Cart, Wire Frame"
TEC-AC-5199,Technology,Accessories,"Memorex Keyboard, Bluetooth"
OFF-PA-4161,Office Supplies,Paper,"Enermax Memo Slips, Premium"
FUR-FU-6242,Furniture,Furnishings,"Tenex Door Stop, Duo Pack"
OFF-ST-4283,Office Supplies,Storage,"Fellowes Shelving, Industrial"
OFF-AP-4743,Office Supplies,Appliances,"Hoover Stove, Red"
TEC-AC-5224,Technology,Accessories,"Memorex Router, Erganomic"
FUR-CH-4398,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
FUR-CH-4531,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black"
OFF-AR-3284,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers
OFF-ST-6272,Office Supplies,Storage,"Tenex Shelving, Blue"
TEC-AC-4872,Technology,Accessories,Imation 30456 USB Flash Drive 8GB
OFF-BI-5638,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
OFF-ST-3745,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
OFF-ST-4105,Office Supplies,Storage,"Eldon Trays, Blue"
OFF-SU-4310,Office Supplies,Supplies,"Fiskars Letter Opener, Steel"
OFF-PA-6436,Office Supplies,Paper,Xerox 1887
TEC-MA-4597,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer
OFF-PA-6519,Office Supplies,Paper,Xerox 1963
OFF-LA-4549,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable"
OFF-PA-6438,Office Supplies,Paper,Xerox 1889
OFF-ST-4752,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
OFF-BI-4375,Office Supplies,Binders,GBC VeloBinder Manual Binding System
FUR-FU-4048,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
OFF-BI-4885,Office Supplies,Binders,Insertable Tab Post Binder Dividers
TEC-AC-3394,Technology,Accessories,"Belkin Mouse, Programmable"
FUR-CH-5453,Furniture,Chairs,"Office Star Steel Folding Chair, Set of Two"
OFF-BI-3725,Office Supplies,Binders,"Cardinal Binding Machine, Durable"
OFF-BI-3254,Office Supplies,Binders,"Avery Binder, Recycled"
OFF-PA-5892,Office Supplies,Paper,"SanDisk Parchment Paper, Premium"
OFF-AR-5911,Office Supplies,Art,"Sanford Highlighters, Easy-Erase"
OFF-FA-6191,Office Supplies,Fasteners,"Stockwell Paper Clips, Metal"
TEC-AC-3389,Technology,Accessories,"Belkin Memory Card, Erganomic"
OFF-LA-5385,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible"
OFF-SU-4328,Office Supplies,Supplies,"Fiskars Trimmer, Steel"
FUR-FU-5734,Furniture,Furnishings,"Rubbermaid Light Bulb, Erganomic"
TEC-PH-5625,Technology,Phones,Polycom VoiceStation 500 Conference phone
OFF-PA-6522,Office Supplies,Paper,Xerox 1966
OFF-PA-6523,Office Supplies,Paper,Xerox 1967
OFF-AR-5312,Office Supplies,Art,Newell 333
OFF-AP-3504,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer
OFF-BI-3303,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders
OFF-AR-5330,Office Supplies,Art,Newell 35
FUR-TA-3562,Furniture,Tables,Bretford Rectangular Conference Table Tops
FUR-TA-3332,Furniture,Tables,Balt Solid Wood Round Tables
FUR-TA-4616,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
OFF-PA-6470,Office Supplies,Paper,Xerox 1918
OFF-PA-6479,Office Supplies,Paper,Xerox 1926
OFF-ST-6039,Office Supplies,Storage,"Smead Folders, Industrial"
OFF-BI-4371,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
OFF-PA-6513,Office Supplies,Paper,Xerox 1957
OFF-PA-4014,Office Supplies,Paper,EcoTones Memo Sheets
OFF-AP-3364,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
OFF-PA-6460,Office Supplies,Paper,Xerox 1909
OFF-LA-4685,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set"
OFF-AP-4491,Office Supplies,Appliances,"Hamilton Beach Blender, Silver"
FUR-BO-5768,Furniture,Bookcases,"Safco Corner Shelving, Metal"
OFF-BI-3257,Office Supplies,Binders,"Avery Binding Machine, Economy"
OFF-ST-6058,Office Supplies,Storage,"Smead Shelving, Industrial"
FUR-BO-3638,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
TEC-PH-5338,Technology,Phones,"Nokia Audio Dock, with Caller ID"
OFF-AP-3583,Office Supplies,Appliances,"Breville Toaster, Red"
OFF-SU-4306,Office Supplies,Supplies,"Fiskars Box Cutter, Steel"
OFF-EN-5023,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint"
TEC-MA-6220,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder
FUR-FU-4032,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets
TEC-MA-3819,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit
FUR-FU-3882,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""
FUR-FU-4228,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock"
OFF-AR-3276,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
OFF-LA-6036,Office Supplies,Labels,"Smead File Folder Labels, Alphabetical"
TEC-CO-4779,Technology,Copiers,"HP Ink, High-Speed"
TEC-PH-3782,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
TEC-AC-5152,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired"
OFF-ST-3851,Office Supplies,Storage,Crate-A-Files
FUR-FU-3979,Furniture,Furnishings,Document Clip Frames
OFF-LA-3223,Office Supplies,Labels,Avery 501
OFF-AP-4956,Office Supplies,Appliances,"KitchenAid Microwave, Black"
TEC-CO-4777,Technology,Copiers,"HP Ink, Color"
FUR-BO-3886,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile"
TEC-CO-4778,Technology,Copiers,"HP Ink, Digital"
OFF-AR-3479,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
OFF-AR-3486,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
OFF-SU-4117,Office Supplies,Supplies,"Elite Box Cutter, High Speed"
FUR-CH-4523,Furniture,Chairs,"Harbour Creations Chairmat, Black"
OFF-BI-3189,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled"
OFF-SU-4989,Office Supplies,Supplies,"Kleencut Shears, Easy Grip"
OFF-EN-4439,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled"
TEC-CO-4576,Technology,Copiers,"Hewlett Fax Machine, Digital"
OFF-LA-3226,Office Supplies,Labels,Avery 505
FUR-FU-3924,Furniture,Furnishings,DAX Wood Document Frame
OFF-LA-4551,Office Supplies,Labels,"Harbour Creations Round Labels, Laser Printer Compatible"
FUR-FU-5727,Furniture,Furnishings,"Rubbermaid Frame, Black"
FUR-CH-4697,Furniture,Chairs,"Hon Steel Folding Chair, Adjustable"
FUR-FU-5724,Furniture,Furnishings,"Rubbermaid Door Stop, Duo Pack"
TEC-PH-5822,Technology,Phones,Samsung Galaxy S4 Active
OFF-BI-6408,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
OFF-PA-6471,Office Supplies,Paper,Xerox 1919
OFF-LA-3212,Office Supplies,Labels,Avery 492
OFF-AR-3087,Office Supplies,Art,American Pencil
OFF-LA-3322,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical"
OFF-FA-6208,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal"
TEC-AC-4180,Technology,Accessories,"Enermax Numeric Keypad, USB"
OFF-ST-6288,Office Supplies,Storage,Tennsco Commercial Shelving
TEC-PH-5355,Technology,Phones,"Nokia Smart Phone, Full Size"
TEC-PH-5352,Technology,Phones,"Nokia Signal Booster, VoIP"
FUR-CH-5429,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat
OFF-PA-6507,Office Supplies,Paper,Xerox 1951
OFF-ST-6066,Office Supplies,Storage,"Smead Trays, Industrial"
OFF-BI-4358,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
OFF-BI-3831,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
FUR-BO-4865,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile"
OFF-PA-6602,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium"
OFF-AR-6107,Office Supplies,Art,"Stanley Canvas, Fluorescent"
OFF-PA-4483,Office Supplies,Paper,"Green Bar Parchment Paper, Premium"
OFF-LA-3311,Office Supplies,Labels,"Avery Removable Labels, Adjustable"
FUR-CH-4682,Furniture,Chairs,"Hon Rocking Chair, Black"
FUR-FU-5728,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack"
OFF-LA-3194,Office Supplies,Labels,Avery 476
TEC-CO-3680,Technology,Copiers,"Canon Copy Machine, High-Speed"
FUR-BO-5787,Furniture,Bookcases,"Safco Library with Doors, Pine"
TEC-CO-3695,Technology,Copiers,"Canon Ink, Digital"
FUR-BO-3889,Furniture,Bookcases,"Dania Classic Bookcase, Metal"
OFF-PA-5850,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled"
OFF-EN-5029,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Recycled"
OFF-LA-4539,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical"
TEC-PH-5518,Technology,Phones,Ooma Telo VoIP Home Phone System
OFF-ST-4013,Office Supplies,Storage,Economy Rollaway Files
OFF-LA-3297,Office Supplies,Labels,"Avery Legal Exhibit Labels, 5000 Label Set"
OFF-LA-5399,Office Supplies,Labels,"Novimex Round Labels, Adjustable"
OFF-BI-4805,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy"
OFF-PA-6451,Office Supplies,Paper,Xerox 190
FUR-FU-3913,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
OFF-FA-2953,Office Supplies,Fasteners,"Accos Rubber Bands, Bulk Pack"
TEC-PH-5351,Technology,Phones,"Nokia Signal Booster, Full Size"
FUR-CH-4840,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
OFF-AR-3444,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
TEC-AC-4879,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB
OFF-AR-4010,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
OFF-ST-5694,Office Supplies,Storage,"Rogers Folders, Blue"
OFF-FA-5465,Office Supplies,Fasteners,"OIC Clamps, Metal"
TEC-PH-5336,Technology,Phones,"Nokia Audio Dock, Full Size"
OFF-EN-3669,Office Supplies,Envelopes,"Cameo Manila Envelope, Recycled"
OFF-ST-6040,Office Supplies,Storage,"Smead Folders, Single Width"
OFF-LA-4537,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set"
OFF-AR-6110,Office Supplies,Art,"Stanley Highlighters, Blue"
OFF-PA-4000,Office Supplies,Paper,"Eaton Message Books, Premium"
OFF-LA-3274,Office Supplies,Labels,"Avery File Folder Labels, Laser Printer Compatible"
OFF-LA-4543,Office Supplies,Labels,"Harbour Creations Removable Labels, Laser Printer Compatible"
OFF-FA-3075,Office Supplies,Fasteners,"Advantus Thumb Tacks, Metal"
OFF-LA-6021,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
TEC-PH-4486,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable
OFF-AR-5284,Office Supplies,Art,Newell 308
OFF-BI-4806,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled"
TEC-AC-5899,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
OFF-LA-5389,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Alphabetical"
TEC-PH-5359,Technology,Phones,"Nokia Speaker Phone, VoIP"
FUR-TA-4625,Furniture,Tables,Hon 94000 Series Round Tables
OFF-EN-5619,Office Supplies,Envelopes,Poly String Tie Envelopes
TEC-PH-3170,Technology,Phones,AT&T TR1909W
FUR-CH-5446,Furniture,Chairs,"Office Star Rocking Chair, Adjustable"
TEC-AC-3384,Technology,Accessories,"Belkin Keyboard, Bluetooth"
OFF-ST-5687,Office Supplies,Storage,"Rogers Box, Industrial"
OFF-SU-4986,Office Supplies,Supplies,"Kleencut Scissors, High Speed"
FUR-TA-3753,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
OFF-EN-3094,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window"
OFF-FA-6196,Office Supplies,Fasteners,"Stockwell Push Pins, Metal"
OFF-LA-6027,Office Supplies,Labels,"Smead Color Coded Labels, 5000 Label Set"
OFF-BI-3733,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear"
OFF-ST-6024,Office Supplies,Storage,"Smead Box, Industrial"
OFF-EN-4924,Office Supplies,Envelopes,"Jiffy Peel and Seal, Security-Tint"
TEC-PH-5839,Technology,Phones,"Samsung Smart Phone, Cordless"
FUR-BO-5961,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine"
FUR-FU-3940,Furniture,Furnishings,"Deflect-O Frame, Black"
OFF-SU-4987,Office Supplies,Supplies,"Kleencut Scissors, Serrated"
FUR-FU-6244,Furniture,Furnishings,"Tenex Door Stop, Erganomic"
OFF-EN-3107,Office Supplies,Envelopes,"Ames Manila Envelope, with clear poly window"
FUR-TA-3619,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
OFF-LA-6034,Office Supplies,Labels,"Smead File Folder Labels, 5000 Label Set"
FUR-BO-4854,Furniture,Bookcases,"Ikea Corner Shelving, Pine"
TEC-PH-5272,Technology,Phones,"Motorola Speaker Phone, VoIP"
TEC-CO-3704,Technology,Copiers,"Canon Personal Copier, Digital"
TEC-MA-5006,Technology,Machines,"Konica Inkjet, Durable"
OFF-ST-4267,Office Supplies,Storage,"Fellowes Lockers, Industrial"
TEC-CO-3683,Technology,Copiers,"Canon Fax and Copier, Digital"
OFF-LA-3210,Office Supplies,Labels,Avery 490
OFF-ST-6158,Office Supplies,Storage,Sterilite Show Offs Storage Containers
OFF-FA-2954,Office Supplies,Fasteners,"Accos Rubber Bands, Metal"
FUR-BO-5527,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases
OFF-FA-2940,Office Supplies,Fasteners,"Accos Clamps, 12 Pack"
OFF-SU-6167,Office Supplies,Supplies,"Stiletto Letter Opener, Steel"
OFF-EN-3111,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window"
OFF-AR-5585,Office Supplies,Art,Peel-Off China Markers
OFF-FA-2958,Office Supplies,Fasteners,"Accos Staples, Metal"
TEC-PH-4883,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
FUR-CH-4423,Furniture,Chairs,"Global Stack Chair without Arms, Black"
OFF-EN-3077,Office Supplies,Envelopes,Airmail Envelopes
OFF-ST-6088,Office Supplies,Storage,Space Solutions Commercial Steel Shelving
OFF-SU-6181,Office Supplies,Supplies,"Stiletto Trimmer, High Speed"
OFF-AR-5909,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
OFF-BI-4337,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
OFF-AP-4242,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
TEC-PH-5813,Technology,Phones,"Samsung Audio Dock, Full Size"
FUR-CH-5457,Furniture,Chairs,"Office Star Swivel Stool, Set of Two"
TEC-AC-4938,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver 
OFF-BI-4249,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings
OFF-PA-5848,Office Supplies,Paper,"SanDisk Cards & Envelopes, Multicolor"
FUR-BO-4866,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine"
OFF-BI-3318,Office Supplies,Binders,Avery Round Ring Poly Binders
OFF-BI-3288,Office Supplies,Binders,Avery Hole Reinforcements
OFF-LA-4542,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable"
OFF-AR-6112,Office Supplies,Art,"Stanley Highlighters, Fluorescent"
FUR-FU-3049,Furniture,Furnishings,"Advantus Photo Frame, Durable"
OFF-EN-3654,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled"
OFF-BI-3734,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable"
FUR-CH-4417,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
OFF-BI-4832,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs
FUR-BO-4844,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal"
OFF-AR-6108,Office Supplies,Art,"Stanley Canvas, Water Color"
OFF-BI-3724,Office Supplies,Binders,"Cardinal Binding Machine, Clear"
OFF-AP-3877,Office Supplies,Appliances,"Cuisinart Toaster, Red"
TEC-AC-5204,Technology,Accessories,"Memorex Memory Card, Erganomic"
FUR-CH-5372,Furniture,Chairs,"Novimex Chairmat, Red"
OFF-AR-6115,Office Supplies,Art,"Stanley Markers, Easy-Erase"
OFF-ST-5704,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub
OFF-BI-6634,Office Supplies,Binders,Zipper Ring Binder Pockets
OFF-BI-5641,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""
FUR-FU-5740,Furniture,Furnishings,"Rubbermaid Stacking Tray, Durable"
OFF-ST-5689,Office Supplies,Storage,"Rogers Box, Wire Frame"
OFF-LA-3315,Office Supplies,Labels,"Avery Round Labels, Adjustable"
OFF-EN-4906,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Recycled"
FUR-FU-5158,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp
OFF-AP-4964,Office Supplies,Appliances,"KitchenAid Stove, Black"
TEC-MA-5499,Technology,Machines,"Okidata Card Printer, White"
TEC-CO-3703,Technology,Copiers,"Canon Personal Copier, Color"
TEC-PH-5252,Technology,Phones,"Motorola Headset, Full Size"
OFF-PA-5893,Office Supplies,Paper,"SanDisk Parchment Paper, Recycled"
OFF-EN-3100,Office Supplies,Envelopes,"Ames Mailers, Recycled"
OFF-LA-4553,Office Supplies,Labels,"Harbour Creations Shipping Labels, Adjustable"
TEC-PH-5250,Technology,Phones,Motorola Droid Maxx
OFF-AP-4224,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum
OFF-PA-6549,Office Supplies,Paper,Xerox 1990
OFF-LA-4548,Office Supplies,Labels,"Harbour Creations Round Labels, 5000 Label Set"
OFF-PA-6448,Office Supplies,Paper,Xerox 1898
OFF-PA-6502,Office Supplies,Paper,Xerox 1947
OFF-EN-4911,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Security-Tint"
OFF-SU-4996,Office Supplies,Supplies,"Kleencut Trimmer, Steel"
TEC-AC-5126,Technology,Accessories,"Logitech Mouse, Bluetooth"
FUR-CH-5413,Furniture,Chairs,"Novimex Swivel Stool, Red"
TEC-PH-5827,Technology,Phones,"Samsung Headset, with Caller ID"
TEC-AC-5205,Technology,Accessories,"Memorex Memory Card, Programmable"
OFF-AR-3490,Office Supplies,Art,"Binney & Smith Markers, Fluorescent"
OFF-EN-4919,Office Supplies,Envelopes,"Jiffy Manila Envelope, Security-Tint"
OFF-FA-5478,Office Supplies,Fasteners,"OIC Rubber Bands, Metal"
OFF-EN-5044,Office Supplies,Envelopes,"Kraft Peel and Seal, with clear poly window"
OFF-EN-4437,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Set of 50"
OFF-ST-5764,Office Supplies,Storage,Safco Commercial Shelving
TEC-AC-5143,Technology,Accessories,Logitech Wireless Marathon Mouse M705
OFF-PA-6571,Office Supplies,Paper,Xerox 209
OFF-BI-4810,Office Supplies,Binders,"Ibico Binder Covers, Recycled"
OFF-LA-5404,Office Supplies,Labels,"Novimex Shipping Labels, Alphabetical"
OFF-BI-3302,Office Supplies,Binders,Avery Non-Stick Binders
OFF-AR-5296,Office Supplies,Art,Newell 319
FUR-FU-3042,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
OFF-BI-3717,Office Supplies,Binders,"Cardinal Binder Covers, Durable"
OFF-LA-3240,Office Supplies,Labels,Avery 518
TEC-PH-3140,Technology,Phones,"Apple Office Telephone, Full Size"
OFF-BI-2913,Office Supplies,Binders,"Acco Hole Reinforcements, Durable"
OFF-AP-3573,Office Supplies,Appliances,"Breville Microwave, White"
TEC-CO-4588,Technology,Copiers,"Hewlett Personal Copier, High-Speed"
OFF-BI-3726,Office Supplies,Binders,"Cardinal Binding Machine, Economy"
OFF-EN-3661,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled"
OFF-SU-5168,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener
OFF-AR-3853,Office Supplies,Art,Crayola Colored Pencils
OFF-AR-5299,Office Supplies,Art,Newell 321
OFF-LA-4552,Office Supplies,Labels,"Harbour Creations Shipping Labels, 5000 Label Set"
OFF-ST-3016,Office Supplies,Storage,Adjustable Personal File Tote
OFF-ST-6245,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black"
OFF-BI-6377,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled"
OFF-FA-5477,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack"
TEC-CO-3705,Technology,Copiers,"Canon Personal Copier, High-Speed"
OFF-BI-4837,Office Supplies,Binders,Ibico Standard Transparent Covers
OFF-AR-6109,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners
OFF-BI-4297,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
OFF-PA-4009,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
OFF-LA-4534,Office Supplies,Labels,"Harbour Creations File Folder Labels, Adjustable"
FUR-FU-3829,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
FUR-FU-6227,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets
OFF-PA-6494,Office Supplies,Paper,Xerox 194
OFF-PA-6574,Office Supplies,Paper,Xerox 211
OFF-AP-4971,Office Supplies,Appliances,"KitchenAid Toaster, White"
TEC-AC-5655,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
OFF-BI-3325,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
OFF-AR-3535,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
OFF-BI-5046,Office Supplies,Binders,Large Capacity Hanging Post Binders
OFF-EN-3676,Office Supplies,Envelopes,"Cameo Peel and Seal, with clear poly window"
FUR-CH-5452,Furniture,Chairs,"Office Star Steel Folding Chair, Red"
OFF-PA-4477,Office Supplies,Paper,"Green Bar Message Books, Recycled"
OFF-BI-3718,Office Supplies,Binders,"Cardinal Binder Covers, Economy"
FUR-TA-3355,Furniture,Tables,"Barricks Training Table, with Bottom Storage"
OFF-LA-6053,Office Supplies,Labels,"Smead Round Labels, 5000 Label Set"
OFF-LA-3261,Office Supplies,Labels,"Avery Color Coded Labels, Adjustable"
FUR-TA-3754,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
TEC-AC-4946,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0
TEC-AC-4878,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
FUR-TA-4943,Furniture,Tables,KI Adjustable-Height Table
OFF-SU-5169,Office Supplies,Supplies,Martin-Yale Premier Letter Opener
FUR-CH-4655,Furniture,Chairs,"Hon Executive Leather Armchair, Black"
OFF-AP-4969,Office Supplies,Appliances,"KitchenAid Toaster, Red"
